name,synonyms,name_sd,synonyms_sd,bm25,fw,bm25_fw,ensemble,match
EI Group plc,,ei  ,,"[('EI GROUP PLC', 0.9), ('EI INMAN, L.L.C.', 0.8), ('EI TOWERS S.P.A.', 0.7), ('4IMPRINT GROUP PLC', 0.6), ('WINIT365 GROUP PLC', 0.5)]",,"[('EI GROUP PLC', 100), ('4IMPRINT GROUP PLC', 86), ('WINIT365 GROUP PLC', 86), ('EI INMAN, L.L.C.', 44), ('EI TOWERS S.P.A.', 44)]","{'EI GROUP PLC': 1.9, 'EI INMAN, L.L.C.': 1.24, 'EI TOWERS S.P.A.': 1.14, '4IMPRINT GROUP PLC': 1.46, 'WINIT365 GROUP PLC': 1.3599999999999999}",EI GROUP PLC
Edison International,,edison international,,"[('EDISON INTERNATIONAL S.P.A.', 0.9), ('Edison S.A.', 0.8), ('EDISON S.P.A.', 0.7), ('Edison Leeuwarden N.V.', 0.6), ('EDISON 27 SRL', 0.5)]",,"[('EDISON INTERNATIONAL S.P.A.', 95), ('Edison S.A.', 86), ('EDISON S.P.A.', 86), ('EDISON 27 SRL', 86), ('Edison Leeuwarden N.V.', 54)]","{'EDISON INTERNATIONAL S.P.A.': 1.85, 'Edison S.A.': 1.6600000000000001, 'EDISON S.P.A.': 1.56, 'Edison Leeuwarden N.V.': 1.1400000000000001, 'EDISON 27 SRL': 1.3599999999999999}",EDISON INTERNATIONAL S.P.A.
EAST JAPAN RAIL,,east japan rail,,"[('RAIL S.R.L.', 0.9), ('Knorr-Bremse Rail Systems Japan, Ltd.', 0.8), ('Televic Rail', 0.7), ('GTS RAIL S.P.A.', 0.6), ('MULTI RAIL S.R.L.', 0.5)]",,"[('RAIL S.R.L.', 86), ('Knorr-Bremse Rail Systems Japan, Ltd.', 86), ('GTS RAIL S.P.A.', 59), ('Televic Rail', 48), ('MULTI RAIL S.R.L.', 43)]","{'RAIL S.R.L.': 1.76, 'Knorr-Bremse Rail Systems Japan, Ltd.': 1.6600000000000001, 'Televic Rail': 1.18, 'GTS RAIL S.P.A.': 1.19, 'MULTI RAIL S.R.L.': 0.9299999999999999}",RAIL S.R.L.
Eastman Chemical Company,,eastman chemical ,,"[('Eastman Chemical Middelburg B.V.', 0.9), ('Eastman Chemical Technology', 0.8), ('EASTMAN CHEMICAL INDIA PRIVATE LIMITED', 0.7), ('EASTMAN MACHINE COMPANY', 0.6), ('700 EASTMAN LLC', 0.5)]",,"[('EASTMAN CHEMICAL INDIA PRIVATE LIMITED', 86), ('700 EASTMAN LLC', 86), ('EASTMAN MACHINE COMPANY', 81), ('Eastman Chemical Technology', 78), ('Eastman Chemical Middelburg B.V.', 76)]","{'Eastman Chemical Middelburg B.V.': 1.6600000000000001, 'Eastman Chemical Technology': 1.58, 'EASTMAN CHEMICAL INDIA PRIVATE LIMITED': 1.56, 'EASTMAN MACHINE COMPANY': 1.4100000000000001, '700 EASTMAN LLC': 1.3599999999999999}",Eastman Chemical Middelburg B.V.
eBay Inc.,,ebay ,,"[('eBay Europe S.à r.l.', 0.9), ('eBay GmbH', 0.8), ('eBay International AG', 0.7), ('EBAY (UK) LIMITED', 0.6), ('eBay Canada Limited', 0.5)]",,"[('eBay Europe S.à r.l.', 86), ('eBay International AG', 86), ('EBAY (UK) LIMITED', 86), ('eBay Canada Limited', 86), ('eBay GmbH', 64)]","{'eBay Europe S.à r.l.': 1.76, 'eBay GmbH': 1.44, 'eBay International AG': 1.56, 'EBAY (UK) LIMITED': 1.46, 'eBay Canada Limited': 1.3599999999999999}",eBay Europe S.à r.l.
Eaton Corp. Plc,,eaton  ,,"[('EATON TOWERS GROUP PLC', 0.9), ('Eaton Elektri̇k Ti̇caret Li̇mi̇ted Şi̇rketi̇', 0.8), ('EATON S.R.L.', 0.7), ('Eaton Vance CDO X Plc', 0.6), ('43 EATON LLC', 0.5)]",,"[('Eaton Elektri̇k Ti̇caret Li̇mi̇ted Şi̇rketi̇', 86), ('EATON TOWERS GROUP PLC', 74), ('Eaton Vance CDO X Plc', 74), ('EATON S.R.L.', 69), ('43 EATON LLC', 66)]","{'EATON TOWERS GROUP PLC': 1.6400000000000001, 'Eaton Elektri̇k Ti̇caret Li̇mi̇ted Şi̇rketi̇': 1.6600000000000001, 'EATON S.R.L.': 1.39, 'Eaton Vance CDO X Plc': 1.3399999999999999, '43 EATON LLC': 1.1600000000000001}",Eaton Elektri̇k Ti̇caret Li̇mi̇ted Şi̇rketi̇
Ecolab Inc.,,ecolab ,,"[('Ecolab G.K.', 0.9), ('Ecolab Lux 2 S.à r.l.', 0.8), ('ECOLAB INC.', 0.7), ('Ecolab Aktiebolag', 0.6), ('ECOLAB LIMITED', 0.5)]",,"[('ECOLAB INC.', 100), ('Ecolab Lux 2 S.à r.l.', 86), ('Ecolab Aktiebolag', 86), ('Ecolab G.K.', 71), ('ECOLAB LIMITED', 71)]","{'Ecolab G.K.': 1.6099999999999999, 'Ecolab Lux 2 S.à r.l.': 1.6600000000000001, 'ECOLAB INC.': 1.7, 'Ecolab Aktiebolag': 1.46, 'ECOLAB LIMITED': 1.21}",ECOLAB INC.
Electrocomponents plc,,electrocomponents ,,"[('ELECTROCOMPONENTS PUBLIC LIMITED COMPANY', 0.9), ('THEWORKS.CO.UK PLC', 0.8), ('ELITETELE.COM PLC', 0.7), ('KR1 PLC', 0.6), ('P2P BL-3 PLC', 0.5)]",,"[('ELECTROCOMPONENTS PUBLIC LIMITED COMPANY', 86), ('KR1 PLC', 86), ('P2P BL-3 PLC', 86), ('ELITETELE.COM PLC', 58), ('THEWORKS.CO.UK PLC', 41)]","{'ELECTROCOMPONENTS PUBLIC LIMITED COMPANY': 1.76, 'THEWORKS.CO.UK PLC': 1.21, 'ELITETELE.COM PLC': 1.2799999999999998, 'KR1 PLC': 1.46, 'P2P BL-3 PLC': 1.3599999999999999}",ELECTROCOMPONENTS PUBLIC LIMITED COMPANY
Eni,,eni,,"[('Eni International B.V.', 0.9), ('Eni Tunisia B.V.', 0.8), ('Eni Suisse S.A.', 0.7), ('Eni Iran B.V.', 0.6), ('ENI REWIND S.P.A.', 0.5)]",,"[('Eni International B.V.', 90), ('Eni Tunisia B.V.', 90), ('Eni Suisse S.A.', 90), ('Eni Iran B.V.', 90), ('ENI REWIND S.P.A.', 90)]","{'Eni International B.V.': 1.8, 'Eni Tunisia B.V.': 1.7000000000000002, 'Eni Suisse S.A.': 1.6, 'Eni Iran B.V.': 1.5, 'ENI REWIND S.P.A.': 1.4}",Eni International B.V.
Eli Lilly and Company,,eli lilly and ,,"[('ELI LILLY AND COMPANY', 0.9), ('ELI LILLY AND COMPANY TRUST', 0.8), ('Eli Lilly SA', 0.7), ('ELI LILLY AND COMPANY (INDIA ) PRIVATE LIMITED', 0.6), ('Eli Lilly International Corporation', 0.5)]",,"[('ELI LILLY AND COMPANY', 100), ('ELI LILLY AND COMPANY TRUST', 95), ('ELI LILLY AND COMPANY (INDIA ) PRIVATE LIMITED', 90), ('Eli Lilly SA', 86), ('Eli Lilly International Corporation', 86)]","{'ELI LILLY AND COMPANY': 1.9, 'ELI LILLY AND COMPANY TRUST': 1.75, 'Eli Lilly SA': 1.56, 'ELI LILLY AND COMPANY (INDIA ) PRIVATE LIMITED': 1.5, 'Eli Lilly International Corporation': 1.3599999999999999}",ELI LILLY AND COMPANY
Equiniti Group plc,,equiniti  ,,"[('EQUINITI GROUP PLC', 0.9), ('EQUINITI GROUP PLC SHARE INCENTIVE PLAN', 0.8), ('EQUINITI LIMITED', 0.7), ('C&C Group plc', 0.6), ('GOCOMPARE.COM GROUP PLC', 0.5)]",,"[('EQUINITI GROUP PLC', 100), ('EQUINITI GROUP PLC SHARE INCENTIVE PLAN', 90), ('C&C Group plc', 86), ('EQUINITI LIMITED', 64), ('GOCOMPARE.COM GROUP PLC', 64)]","{'EQUINITI GROUP PLC': 1.9, 'EQUINITI GROUP PLC SHARE INCENTIVE PLAN': 1.7000000000000002, 'EQUINITI LIMITED': 1.3399999999999999, 'C&C Group plc': 1.46, 'GOCOMPARE.COM GROUP PLC': 1.1400000000000001}",EQUINITI GROUP PLC
Brown & Brown,B&B,brown & brown,b&b,"[('BROWN & BROWN, INC.', 0.9), ('John Brown & Co.', 0.8), ('2100 Brown Rd., L.L.C.', 0.7), ('TRUST BROWN', 0.6), ('TB Brown B.V.', 0.5)]",,"[('BROWN & BROWN, INC.', 95), ('John Brown & Co.', 95), ('TRUST BROWN', 95), ('TB Brown B.V.', 95), ('2100 Brown Rd., L.L.C.', 86)]","{'BROWN & BROWN, INC.': 1.85, 'John Brown & Co.': 1.75, '2100 Brown Rd., L.L.C.': 1.56, 'TRUST BROWN': 1.5499999999999998, 'TB Brown B.V.': 1.45}","BROWN & BROWN, INC."
Enel,,enel,,"[('ENEL AMERICAS S.A.', 0.9), ('Enel Insurance N.V.', 0.8), ('Enel Produzione S.P.A.', 0.7), ('ENEL SOLE S.R.L.', 0.6), ('Enel Rinnovabile S.A. de C.V.', 0.5)]",,"[('ENEL AMERICAS S.A.', 90), ('Enel Insurance N.V.', 90), ('Enel Produzione S.P.A.', 90), ('ENEL SOLE S.R.L.', 90), ('Enel Rinnovabile S.A. de C.V.', 90)]","{'ENEL AMERICAS S.A.': 1.8, 'Enel Insurance N.V.': 1.7000000000000002, 'Enel Produzione S.P.A.': 1.6, 'ENEL SOLE S.R.L.': 1.5, 'Enel Rinnovabile S.A. de C.V.': 1.4}",ENEL AMERICAS S.A.
Medtronic Plc,,medtronic ,,"[('Medtronic B.V.', 0.9), ('Medtronic Aktiebolag', 0.8), ('MEDTRONIC EUROPE', 0.7), ('Medtronic, Inc.', 0.6), ('Medtronic Sweden Finance AB', 0.5)]",,"[('Medtronic Aktiebolag', 86), ('Medtronic Sweden Finance AB', 86), ('Medtronic, Inc.', 81), ('Medtronic B.V.', 78), ('MEDTRONIC EUROPE', 78)]","{'Medtronic B.V.': 1.6800000000000002, 'Medtronic Aktiebolag': 1.6600000000000001, 'MEDTRONIC EUROPE': 1.48, 'Medtronic, Inc.': 1.4100000000000001, 'Medtronic Sweden Finance AB': 1.3599999999999999}",Medtronic B.V.
Elementis plc,,elementis ,,"[('ELEMENTIS HOLDINGS LIMITED', 0.9), ('ELEMENTIS GROUP PENSION SCHEME', 0.8), ('ELEMENTIS SPECIALTIES (INDIA) PRIVATE LIMITED', 0.7), ('URBAN&CIVIC PLC', 0.6), ('JET2 PLC', 0.5)]",,"[('ELEMENTIS HOLDINGS LIMITED', 86), ('ELEMENTIS GROUP PENSION SCHEME', 86), ('ELEMENTIS SPECIALTIES (INDIA) PRIVATE LIMITED', 86), ('JET2 PLC', 86), ('URBAN&CIVIC PLC', 43)]","{'ELEMENTIS HOLDINGS LIMITED': 1.76, 'ELEMENTIS GROUP PENSION SCHEME': 1.6600000000000001, 'ELEMENTIS SPECIALTIES (INDIA) PRIVATE LIMITED': 1.56, 'URBAN&CIVIC PLC': 1.03, 'JET2 PLC': 1.3599999999999999}",ELEMENTIS HOLDINGS LIMITED
Equifax Inc.,,equifax ,,"[('EQUIFAX INC.', 0.9), (""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 0.8), ('Työterveyslaitos', 0.7), ('Työväen Urheiluliiton Yleisurheilun Tuki ry', 0.6), ('Työväen Teatterin talosäätiö sr', 0.5)]",,"[('EQUIFAX INC.', 100), (""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"", 32), ('Työväen Urheiluliiton Yleisurheilun Tuki ry', 32), ('Työväen Teatterin talosäätiö sr', 31), ('Työterveyslaitos', 23)]","{'EQUIFAX INC.': 1.9, ""THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN DENVER"": 1.12, 'Työterveyslaitos': 0.9299999999999999, 'Työväen Urheiluliiton Yleisurheilun Tuki ry': 0.9199999999999999, 'Työväen Teatterin talosäätiö sr': 0.81}",EQUIFAX INC.
ENAGAS SA,,enagas sa,,"[('ENAGAS U.S.A. LLC', 0.9), ('SA & SA, svetovanje, d.o.o.', 0.8), ('D.T.T.M. SA', 0.7), ('E6 SA', 0.6), ('SUPRA-1846 SA', 0.5)]",,"[('ENAGAS U.S.A. LLC', 86), ('SA & SA, svetovanje, d.o.o.', 86), ('E6 SA', 86), ('D.T.T.M. SA', 38), ('SUPRA-1846 SA', 36)]","{'ENAGAS U.S.A. LLC': 1.76, 'SA & SA, svetovanje, d.o.o.': 1.6600000000000001, 'D.T.T.M. SA': 1.08, 'E6 SA': 1.46, 'SUPRA-1846 SA': 0.86}",ENAGAS U.S.A. LLC
ELISA OYJ,,elisa oyj,,"[('Elisa Oyj', 0.9), ('ELISA S.R.L.', 0.8), ('Elisa Oyj:n konsernin henkilöstörahasto hr', 0.7), ('Verkkokauppa.com Oyj', 0.6), ('ELISA SRL', 0.5)]",,"[('Elisa Oyj', 100), ('Elisa Oyj:n konsernin henkilöstörahasto hr', 90), ('Verkkokauppa.com Oyj', 86), ('ELISA S.R.L.', 67), ('ELISA SRL', 67)]","{'Elisa Oyj': 1.9, 'ELISA S.R.L.': 1.4700000000000002, 'Elisa Oyj:n konsernin henkilöstörahasto hr': 1.6, 'Verkkokauppa.com Oyj': 1.46, 'ELISA SRL': 1.17}",Elisa Oyj
Energean Oil & Gas,,energean oil & gas,,"[('JACCAR OIL & GAS', 0.9), ('Rolloos Oil & Gas B.V.', 0.8), ('Enerquest Oil & Gas, L.L.C.', 0.7), ('SICON OIL & GAS S.P.A..', 0.6), ('O.G. Oil & Gas Limited', 0.5)]",,"[('Enerquest Oil & Gas, L.L.C.', 68), ('JACCAR OIL & GAS', 65), ('Rolloos Oil & Gas B.V.', 58), ('SICON OIL & GAS S.P.A..', 58), ('O.G. Oil & Gas Limited', 58)]","{'JACCAR OIL & GAS': 1.55, 'Rolloos Oil & Gas B.V.': 1.38, 'Enerquest Oil & Gas, L.L.C.': 1.38, 'SICON OIL & GAS S.P.A..': 1.18, 'O.G. Oil & Gas Limited': 1.08}",JACCAR OIL & GAS
Evraz plc,,evraz ,,"[('EVRAZ Inc. NA Canada Master Trust Fund', 0.9), ('KR1 PLC', 0.8), ('THEWORKS.CO.UK PLC', 0.7), ('PLC S.P.A.', 0.6), ('4COM PLC', 0.5)]",,"[('EVRAZ Inc. NA Canada Master Trust Fund', 86), ('THEWORKS.CO.UK PLC', 86), ('KR1 PLC', 62), ('PLC S.P.A.', 53), ('4COM PLC', 52)]","{'EVRAZ Inc. NA Canada Master Trust Fund': 1.76, 'KR1 PLC': 1.42, 'THEWORKS.CO.UK PLC': 1.56, 'PLC S.P.A.': 1.13, '4COM PLC': 1.02}",EVRAZ Inc. NA Canada Master Trust Fund
Exelon Corporation,,exelon ,,"[('EXELON CORPORATION', 0.9), ('EXELON FOUNDATION', 0.8), ('EXELON CORPORATION PENSION MASTER RETIREMENT TRUST', 0.7), ('Exelon Energy Company', 0.6), (""Exelon Corporation Employees' Benefit Trust for Management Employees"", 0.5)]",,"[('EXELON CORPORATION', 100), ('EXELON CORPORATION PENSION MASTER RETIREMENT TRUST', 90), (""Exelon Corporation Employees' Benefit Trust for Management Employees"", 90), ('EXELON FOUNDATION', 74), ('Exelon Energy Company', 62)]","{'EXELON CORPORATION': 1.9, 'EXELON FOUNDATION': 1.54, 'EXELON CORPORATION PENSION MASTER RETIREMENT TRUST': 1.6, 'Exelon Energy Company': 1.22, ""Exelon Corporation Employees' Benefit Trust for Management Employees"": 1.4}",EXELON CORPORATION
Essentra Plc,,essentra ,,"[('ESSENTRA PLC', 0.9), ('ITC ESSENTRA LIMITED', 0.8), ('ESSENTRA INTERNATIONAL LIMITED', 0.7), ('PLC', 0.6), ('THEWORKS.CO.UK PLC', 0.5)]",,"[('ESSENTRA PLC', 100), ('PLC', 90), ('ITC ESSENTRA LIMITED', 86), ('ESSENTRA INTERNATIONAL LIMITED', 86), ('THEWORKS.CO.UK PLC', 86)]","{'ESSENTRA PLC': 1.9, 'ITC ESSENTRA LIMITED': 1.6600000000000001, 'ESSENTRA INTERNATIONAL LIMITED': 1.56, 'PLC': 1.5, 'THEWORKS.CO.UK PLC': 1.3599999999999999}",ESSENTRA PLC
Estee Lauder Companies Inc. ,,estee lauder   ,,"[('ESTEE LAUDER', 0.9), ('THE ESTEE LAUDER COMPANIES INC.', 0.8), ('ESTEE LAUDER INC.', 0.7), ('ESTEE LAUDER INTERNATIONAL, INC.', 0.6), ('Estee Lauder Benefit Plan', 0.5)]",,"[('THE ESTEE LAUDER COMPANIES INC.', 95), ('ESTEE LAUDER', 90), ('ESTEE LAUDER INC.', 86), ('ESTEE LAUDER INTERNATIONAL, INC.', 72), ('Estee Lauder Benefit Plan', 67)]","{'ESTEE LAUDER': 1.8, 'THE ESTEE LAUDER COMPANIES INC.': 1.75, 'ESTEE LAUDER INC.': 1.56, 'ESTEE LAUDER INTERNATIONAL, INC.': 1.3199999999999998, 'Estee Lauder Benefit Plan': 1.17}",ESTEE LAUDER
Everest Re Group Ltd.,,everest re  ,,"[('EVEREST RE GROUP, LTD.', 0.9), ('EVEREST S.R.L.', 0.8), ('Everest Wealth Management Group', 0.7), ('HART RE GROUP, L.L.C.', 0.6), ('Everest Academy', 0.5)]",,"[('EVEREST RE GROUP, LTD.', 98), ('EVEREST S.R.L.', 86), ('Everest Wealth Management Group', 86), ('HART RE GROUP, L.L.C.', 66), ('Everest Academy', 61)]","{'EVEREST RE GROUP, LTD.': 1.88, 'EVEREST S.R.L.': 1.6600000000000001, 'Everest Wealth Management Group': 1.56, 'HART RE GROUP, L.L.C.': 1.26, 'Everest Academy': 1.1099999999999999}","EVEREST RE GROUP, LTD."
ESSITY AKTIEBO-B,,essity aktiebo-b,,"[('Essity Treuhand e.V.', 0.9), ('Essity Treasury B.V.', 0.8), ('Essity Försäkringsaktiebolag', 0.7), ('ESSITY CAPITAL', 0.6), ('Essity Distribution B.V.', 0.5)]",,"[('Essity Försäkringsaktiebolag', 86), ('Essity Distribution B.V.', 67), ('Essity Treasury B.V.', 64), ('ESSITY CAPITAL', 60), ('Essity Treuhand e.V.', 57)]","{'Essity Treuhand e.V.': 1.47, 'Essity Treasury B.V.': 1.44, 'Essity Försäkringsaktiebolag': 1.56, 'ESSITY CAPITAL': 1.2, 'Essity Distribution B.V.': 1.17}",Essity Försäkringsaktiebolag
Equity Residential,,equity residential,,"[('EQUITY RESIDENTIAL', 0.9), ('PROGRESS RESIDENTIAL EXCHANGE EQUITY OWNER, LLC', 0.8), ('PIRAMAL IVANHOE RESIDENTIAL EQUITY FUND I', 0.7), ('Blue Residential B.V.', 0.6), ('JP Residential 20 S.à r.l.', 0.5)]",,"[('EQUITY RESIDENTIAL', 100), ('PROGRESS RESIDENTIAL EXCHANGE EQUITY OWNER, LLC', 86), ('PIRAMAL IVANHOE RESIDENTIAL EQUITY FUND I', 86), ('Blue Residential B.V.', 72), ('JP Residential 20 S.à r.l.', 72)]","{'EQUITY RESIDENTIAL': 1.9, 'PROGRESS RESIDENTIAL EXCHANGE EQUITY OWNER, LLC': 1.6600000000000001, 'PIRAMAL IVANHOE RESIDENTIAL EQUITY FUND I': 1.56, 'Blue Residential B.V.': 1.3199999999999998, 'JP Residential 20 S.à r.l.': 1.22}",EQUITY RESIDENTIAL
Essex Property Trust Inc.,,essex property trust ,,"[('ESSEX YOUTH TRUST', 0.9), ('G.R.CARR (ESSEX) LIMITED', 0.8), ('ESSEX HALL', 0.7), ('ESSEX INC', 0.6), ('ESSEX EUROPE', 0.5)]",,"[('ESSEX HALL', 86), ('ESSEX INC', 86), ('ESSEX EUROPE', 86), ('ESSEX YOUTH TRUST', 75), ('G.R.CARR (ESSEX) LIMITED', 49)]","{'ESSEX YOUTH TRUST': 1.65, 'G.R.CARR (ESSEX) LIMITED': 1.29, 'ESSEX HALL': 1.56, 'ESSEX INC': 1.46, 'ESSEX EUROPE': 1.3599999999999999}",ESSEX YOUTH TRUST
EXOR NV,,exor nv,,"[('EXOR N.V.', 0.9), ('Exor S.A.', 0.8), ('Exor S.p.A.', 0.7), ('HOLDING EXOR S.R.L.', 0.6), ('EXOR INTERNATIONAL S.P.A.', 0.5)]",,"[('EXOR N.V.', 93), ('HOLDING EXOR S.R.L.', 86), ('EXOR INTERNATIONAL S.P.A.', 86), ('Exor S.A.', 69), ('Exor S.p.A.', 69)]","{'EXOR N.V.': 1.83, 'Exor S.A.': 1.49, 'Exor S.p.A.': 1.39, 'HOLDING EXOR S.R.L.': 1.46, 'EXOR INTERNATIONAL S.P.A.': 1.3599999999999999}",EXOR N.V.
Sumitomo Rubber Industries,Sumitomo Rubber Industries Ltd,sumitomo rubber industries,sumitomo rubber industries ,"[('Brightway Rubber Industries', 0.9), ('SWANI RUBBER INDUSTRIES', 0.8), ('ORIENTAL RUBBER INDUSTRIES PRIVATE LIMITED', 0.7), ('SUMITOMO BENELUX', 0.6), ('SUMITOMO FRANCE', 0.5)]",,"[('ORIENTAL RUBBER INDUSTRIES PRIVATE LIMITED', 86), ('SUMITOMO BENELUX', 86), ('SUMITOMO FRANCE', 86), ('SWANI RUBBER INDUSTRIES', 82), ('Brightway Rubber Industries', 75)]","{'Brightway Rubber Industries': 1.65, 'SWANI RUBBER INDUSTRIES': 1.62, 'ORIENTAL RUBBER INDUSTRIES PRIVATE LIMITED': 1.56, 'SUMITOMO BENELUX': 1.46, 'SUMITOMO FRANCE': 1.3599999999999999}",Brightway Rubber Industries
Ferguson plc,,ferguson ,,"[('FERGUSON PLC', 0.9), ('FERGUSON PLC 2011 EMPLOYEE BENEFIT TRUST', 0.8), ('FERGUSON PLC 2019 EMPLOYEE BENEFIT TRUST', 0.7), ('THE FERGUSON PLC US TRUST', 0.6), ('Bruce Ferguson', 0.5)]",,"[('FERGUSON PLC', 100), ('FERGUSON PLC 2011 EMPLOYEE BENEFIT TRUST', 90), ('FERGUSON PLC 2019 EMPLOYEE BENEFIT TRUST', 90), ('THE FERGUSON PLC US TRUST', 90), ('Bruce Ferguson', 76)]","{'FERGUSON PLC': 1.9, 'FERGUSON PLC 2011 EMPLOYEE BENEFIT TRUST': 1.7000000000000002, 'FERGUSON PLC 2019 EMPLOYEE BENEFIT TRUST': 1.6, 'THE FERGUSON PLC US TRUST': 1.5, 'Bruce Ferguson': 1.26}",FERGUSON PLC
FedEx Corporation,,fedex ,,"[('FEDEX CORPORATION', 0.9), (""FEDEX CORPORATION EMPLOYEES' PENSION TRUST"", 0.8), ('FedEx Luxembourg S. à r.l.', 0.7), ('FEDEX EMPLOYEES CREDIT ASSOCIATION', 0.6), ('FEDEX EXPRESS UK TRANSPORTATION LIMITED', 0.5)]",,"[('FEDEX CORPORATION', 100), (""FEDEX CORPORATION EMPLOYEES' PENSION TRUST"", 90), ('FEDEX EMPLOYEES CREDIT ASSOCIATION', 86), ('FEDEX EXPRESS UK TRANSPORTATION LIMITED', 86), ('FedEx Luxembourg S. à r.l.', 44)]","{'FEDEX CORPORATION': 1.9, ""FEDEX CORPORATION EMPLOYEES' PENSION TRUST"": 1.7000000000000002, 'FedEx Luxembourg S. à r.l.': 1.14, 'FEDEX EMPLOYEES CREDIT ASSOCIATION': 1.46, 'FEDEX EXPRESS UK TRANSPORTATION LIMITED': 1.3599999999999999}",FEDEX CORPORATION
F5 Networks Inc.,,f5 networks ,,"[('EXCLUSİVE NETWORKS BİLİŞİM ANONİM ŞİRKETİ', 0.9), ('Flowmon Networks a.s.', 0.8), ('KNOWLEDGE NETWORKS', 0.7), ('F5 Networks Limited', 0.6), ('ActiveVideo Networks B.V.', 0.5)]",,"[('EXCLUSİVE NETWORKS BİLİŞİM ANONİM ŞİRKETİ', 86), ('ActiveVideo Networks B.V.', 86), ('F5 Networks Limited', 81), ('Flowmon Networks a.s.', 66), ('KNOWLEDGE NETWORKS', 66)]","{'EXCLUSİVE NETWORKS BİLİŞİM ANONİM ŞİRKETİ': 1.76, 'Flowmon Networks a.s.': 1.46, 'KNOWLEDGE NETWORKS': 1.3599999999999999, 'F5 Networks Limited': 1.4100000000000001, 'ActiveVideo Networks B.V.': 1.3599999999999999}",EXCLUSİVE NETWORKS BİLİŞİM ANONİM ŞİRKETİ
Ferrexpo plc,,ferrexpo ,,"[('FERREXPO MIDDLE EAST FZE', 0.9), ('ELITETELE.COM PLC', 0.8), ('JET2 PLC', 0.7), ('M&G PLC', 0.6), ('PLC', 0.5)]",,"[('PLC', 90), ('FERREXPO MIDDLE EAST FZE', 86), ('JET2 PLC', 86), ('M&G PLC', 86), ('ELITETELE.COM PLC', 48)]","{'FERREXPO MIDDLE EAST FZE': 1.76, 'ELITETELE.COM PLC': 1.28, 'JET2 PLC': 1.56, 'M&G PLC': 1.46, 'PLC': 1.4}",FERREXPO MIDDLE EAST FZE
Facebook Inc.,,facebook ,,"[('FACEBOOK, INC.', 0.9), ('FACEBOOK OPERATIONS, LLC', 0.8), ('FACEBOOK INDIA ONLINE SERVICES PRIVATE LIMITED', 0.7), ('Työttömyyskassa Pro', 0.6), ('Työterveyslaitos', 0.5)]",,"[('FACEBOOK, INC.', 96), ('FACEBOOK OPERATIONS, LLC', 86), ('FACEBOOK INDIA ONLINE SERVICES PRIVATE LIMITED', 86), ('Työterveyslaitos', 15), ('Työttömyyskassa Pro', 14)]","{'FACEBOOK, INC.': 1.8599999999999999, 'FACEBOOK OPERATIONS, LLC': 1.6600000000000001, 'FACEBOOK INDIA ONLINE SERVICES PRIVATE LIMITED': 1.56, 'Työttömyyskassa Pro': 0.74, 'Työterveyslaitos': 0.65}","FACEBOOK, INC."
FDM Group plc,,fdm  ,,"[('FDM GROUP LIMITED', 0.9), ('FDM 4', 0.8), ('FDM 2', 0.7), ('FDM 1', 0.6), ('FDM 3', 0.5)]",,"[('FDM 4', 86), ('FDM 2', 86), ('FDM 1', 86), ('FDM 3', 86), ('FDM GROUP LIMITED', 78)]","{'FDM GROUP LIMITED': 1.6800000000000002, 'FDM 4': 1.6600000000000001, 'FDM 2': 1.56, 'FDM 1': 1.46, 'FDM 3': 1.3599999999999999}",FDM GROUP LIMITED
Extra Space Storage Inc.,,extra space storage ,,"[('EXTRA SPACE STORAGE LP', 0.9), ('Extra Storage s.r.o.', 0.8), ('EXTRA SPACE PROPERTIES 107 LLC', 0.7), ('Extra Space Properties 112 LLC', 0.6), ('EXTRA SPACE PROPERTIES 124 LLC', 0.5)]",,"[('EXTRA SPACE STORAGE LP', 89), ('Extra Storage s.r.o.', 77), ('EXTRA SPACE PROPERTIES 107 LLC', 64), ('Extra Space Properties 112 LLC', 64), ('EXTRA SPACE PROPERTIES 124 LLC', 64)]","{'EXTRA SPACE STORAGE LP': 1.79, 'Extra Storage s.r.o.': 1.57, 'EXTRA SPACE PROPERTIES 107 LLC': 1.3399999999999999, 'Extra Space Properties 112 LLC': 1.24, 'EXTRA SPACE PROPERTIES 124 LLC': 1.1400000000000001}",EXTRA SPACE STORAGE LP
FANUC CORP,,fanuc ,,"[('FANUC UK LIMITED', 0.9), ('FANUC Europe Corporation', 0.8), ('FANUC INDIA PRIVATE LIMITED', 0.7), ('M.W.C. Corp', 0.6), ('ENGINEER.AI CORP.', 0.5)]",,"[('FANUC UK LIMITED', 86), ('FANUC Europe Corporation', 86), ('FANUC INDIA PRIVATE LIMITED', 86), ('ENGINEER.AI CORP.', 86), ('M.W.C. Corp', 57)]","{'FANUC UK LIMITED': 1.76, 'FANUC Europe Corporation': 1.6600000000000001, 'FANUC INDIA PRIVATE LIMITED': 1.56, 'M.W.C. Corp': 1.17, 'ENGINEER.AI CORP.': 1.3599999999999999}",FANUC UK LIMITED
